Topic,Impact_Factor
beamforming algorithm,0.4777010966844416
music genre classification,0.4777010966844416
gaussian component,0.4777010966844416
hyperspectral sensor,0.4777010966844416
measurement noise,0.4777010966844416
signal to interference ratio,0.4777010966844416
passive localization,0.4777010966844416
bs,0.4777010966844416
brain wave,0.4777010966844416
local oscillator,0.4777010966844416
scale factor,0.4777010966844416
single frequency,0.4777010966844416
multi resolution decomposition,0.4777010966844416
linear discriminants,0.4777010966844416
nongaussian noise,0.4777010966844416
different frequency,0.4777010966844416
information transfer rate,0.4777010966844416
wavelet shrinkage,0.4777010966844416
wavelet thresholding,0.4777010966844416
beam pattern,0.4777010966844416
deep belief network,0.4777010966844416
unified power flow controller,0.4776976358656243
energy supply,0.4776652734021054
human operator,0.4776590868824513
takagi sugeno fuzzy system,0.47765584470368644
takagisugeno fuzzy system,0.47765584470368644
free surface,0.47761056041993555
unstructured mesh,0.47761056041993555
krylov subspace method,0.47761056041993555
particle method,0.47761056041993555
projection method,0.47761056041993555
newton method,0.47761056041993555
numerical integration,0.47761056041993555
convectiondiffusion equation,0.47761056041993555
parabolic equation,0.47761056041993555
3g mobile,0.4775679496931041
multi antenna,0.47756267913440914
centralized algorithm,0.4775191543150487
opportunistic networking,0.4774702694862044
clock drift,0.4774376297432474
heterogeneous sensor network,0.4774376297432474
lowenergy adaptive clustering hierarchy,0.4774376297432474
sensor network application,0.4774376297432474
v2v communication,0.4774376297432474
localization scheme,0.4774376297432474
3g cellular network,0.4774376297432474
data compression algorithm,0.4774376297432474
aggregation scheme,0.4774376297432474
structural health,0.4774376297432474
underwater channel,0.4774376297432474
energy harvesting system,0.4774376297432474
dvhop,0.4774376297432474
ranging error,0.4774376297432474
csma,0.4774376297432474
acoustic channel,0.4774376297432474
selfpowered,0.4774376297432474
beacon node,0.4774376297432474
tdma scheduling,0.4774376297432474
acoustic sensor,0.4774376297432474
clock offset,0.4774376297432474
innetwork data aggregation,0.4774376297432474
trilateration,0.4774376297432474
received signal strength indication,0.4774376297432474
multihop relay network,0.4774376297432474
rangebased,0.4774376297432474
zigbee network,0.4774376297432474
active mode,0.4774376297432474
acoustic equipment,0.4774376297432474
reference node,0.4774376297432474
clustered wireless sensor network,0.4774376297432474
heterogeneous cellular network,0.4774376297432474
maximum likelihood method,0.4772961056753221
robotic assembly,0.47710922691280877
mechanical design,0.47710922691280877
forward kinematics,0.47710922691280877
microblogs,0.47708291606253284
financial market,0.4769976407799086
acoustic signal,0.47691727104031445
hypermedia,0.4768871365331566
information retrieval technology,0.47675242523560823
speech synthesis system,0.4767321593029581
intelligent automotive solution,0.47672729208805353
selfconfiguring,0.47671762597885375
reactive routing protocol,0.47671762597885375
epidemic routing,0.47671762597885375
denialofservice,0.47671762597885375
routing policy,0.47671762597885375
broadcast protocol,0.47671762597885375
high mobility,0.47671762597885375
qos routing protocol,0.47671762597885375
statistical multiplexing,0.47671762597885375
route discovery process,0.47671762597885375
four dimensional computed tomography,0.47670529058632355
fourdimensional computed tomography,0.47670529058632355
trust modeling,0.47669220881224883
abstract argumentation,0.47669220881224883
loop antenna,0.4765779730455554
peertopeer streaming,0.4765779730455554
offchip memory,0.4765779730455554
congestion window,0.4765779730455554
adaptive streaming,0.4765779730455554
handwritten character,0.476494482312053
freeweighting matrix,0.476494482312053
cutting parameter,0.476494482312053
link analysis,0.476494482312053
multiview image,0.4764586902961236
reconstruction,0.4764586902961236
quadratic assignment problem,0.476405023798983
combinatorial problem,0.476405023798983
valid inequality,0.476405023798983
assignment problem,0.476405023798983
comb filter,0.47636033714702164
robust beamforming,0.476234831637529
parsing algorithm,0.47606152759057496
parsing,0.47606152759057496
power control algorithm,0.47600884158443646
robust filtering,0.4759546600287025
basis vector,0.4759546600287025
double precision,0.4759546600287025
window xp,0.4759173326886
picture archiving,0.4758541393568121
clock network,0.47554581594420714
3dscanning,0.4753811234100335
3d scanning,0.4753811234100335
security architecture,0.4753677595562802
wireless mobile adhoc network,0.4753677595562802
time division duplex,0.4753677595562802
noise detection,0.47519776017441145
estimation method,0.4751273437969045
triangle mesh,0.4751025120204474
collaborative virtual environment,0.4751025120204474
scientific visualization,0.4751025120204474
face modeling,0.47499961952600056
overlay topology,0.4747780325045533
cooperative computing,0.4747620672572169
cloud environment,0.4747620672572169
direction finding system,0.4747620672572169
broadband access,0.47473016083851516
blind separation,0.4746937299069904
inverse document frequency,0.47463243932911003
xml retrieval,0.47463243932911003
term weighting,0.47463243932911003
training document,0.47463243932911003
synthetic speech,0.4746002408165247
magnetostrictive device,0.4746002408165247
fpgas,0.47457623656116177
realtime rendering,0.47457623656116177
hardware overhead,0.47457623656116177
area overhead,0.47457623656116177
embedded application,0.47457623656116177
packet processing,0.47457623656116177
mpsoc,0.47457623656116177
identity verification,0.47453929620396357
biometric technique,0.47453929620396357
false acceptance rate,0.47453929620396357
biometric verification,0.47453929620396357
television transmission,0.4744207379998813
controller parameter,0.4744039391153668
periodic disturbance,0.4744039391153668
background subtraction algorithm,0.47438296355028287
lossless image compression,0.47433264281833215
advanced traffic management system,0.4743066314215538
cache miss,0.47421653233010225
contextfree,0.4742073425579825
closure property,0.4742073425579825
higherorder function,0.4742073425579825
descriptional complexity,0.4742073425579825
uml 2.0,0.4742073425579825
state complexity,0.4742073425579825
laser tuning,0.47419968961872305
microwave signal,0.47419968961872305
experimental demonstration,0.47419968961872305
glass laser,0.47419968961872305
light propagation,0.47419968961872305
pump power,0.47419968961872305
refractive index profile,0.47419968961872305
higherorder mode,0.47419968961872305
routing problem,0.47418928740766486
time window,0.47418928740766486
multicast algorithm,0.47418928740766486
physical impairment,0.47418928740766486
packet latency,0.47418928740766486
lossless data hiding,0.4740769429501374
fully homomorphic encryption,0.4740769429501374
hiding capacity,0.4740769429501374
nonlinear crystal,0.47404616779765457
parametric oscillator,0.47404616779765457
multimode optical fiber,0.47404616779765457
all fiber,0.47404616779765457
pulse amplifier,0.47404616779765457
semidefinite relaxation,0.4740307668924234
residual noise,0.4740307668924234
power constraint,0.4740307668924234
noisy speech signal,0.4740307668924234
voice activity detector,0.4740307668924234
spatial scalability,0.4739880919648742
quantization parameter,0.4739880919648742
speckle reduction,0.47391497571324226
computational photography,0.47391497571324226
radarsat,0.47391497571324226
cooperative scheme,0.47390839022218634
distributed spacetime coding,0.47390839022218634
situated learning,0.473891043251656
context management,0.4738064484316643
resource information,0.4738064484316643
h.264 video coding,0.47379766341949925
h.264 encoders,0.47379766341949925
h.264/avc encoder,0.47379766341949925
scalable coding,0.47379766341949925
reference software,0.47379766341949925
prediction mode,0.47379766341949925
object segmentation,0.47379766341949925
mvc,0.47379766341949925
realworld network,0.4736406558264937
infinite horizon,0.47363690862399654
cohengrossberg neural network,0.47363690862399654
moving object tracking,0.47358725001250146
human motion tracking,0.47358725001250146
camshift,0.47358725001250146
voip service,0.47354887288890596
web service selection,0.47354887288890596
emotional speech,0.4734260233134417
fingerprint enhancement,0.4733323876801243
cognitive informatics,0.47329714463481143
execution environment,0.47329714463481143
collaborative system,0.47329714463481143
text data,0.47329714463481143
understandability,0.47329714463481143
semantic security,0.47329714463481143
language acquisition,0.47329714463481143
spoken language understanding,0.47329714463481143
lagrange multiplier method,0.4731739991971792
surgical simulation,0.4731739991971792
finite field arithmetic,0.4731739991971792
preforming,0.4731739991971792
data transmission packet switching,0.4731598078781692
connection admission control,0.4730341328287852
contentbased image retrieval system,0.47300942869305806
interferometric synthetic aperture radar,0.47300053664572367
ieee 802.16e,0.47298611360812653
optical cdma,0.47298611360812653
web service description,0.47298611360812653
switch fabric,0.47298611360812653
peertopeer architecture,0.47298611360812653
video streaming service,0.47298611360812653
delay tolerant networking,0.47298611360812653
cluster architecture,0.47298611360812653
acoustic radiator,0.47298611360812653
realtime video transmission,0.47298611360812653
speech codecs,0.47298611360812653
video quality assessment,0.47298611360812653
delay and jitter,0.47298611360812653
atm switch,0.47298611360812653
errorprone channel,0.4729680046882828
full search algorithm,0.4729680046882828
pixel domain,0.4729680046882828
single event upset,0.4728518942000529
triple modular redundancy,0.4728518942000529
pointsto analysis,0.4728054761373712
